datetime,low,high,open,close,volume,modified
2021-04-28 21:15:00,34.104,34.172,34.106,34.135,57.08949696,2021-04-29 02:14:33.751848+00:00
2021-04-28 21:16:00,34.16,34.205,34.172,34.18,75.62218568,2021-04-29 02:17:08.138483+00:00
2021-04-28 21:17:00,34.156,34.229,34.159,34.203,1103.92453282,2021-04-29 02:17:08.138483+00:00
2021-04-28 21:18:00,34.214,34.383,34.22,34.342,382.51823401,2021-04-29 02:17:08.138483+00:00
2021-04-28 21:19:00,34.283,34.361999999999995,34.284,34.334,34.53571836,2021-04-29 02:17:08.138483+00:00
2021-04-28 21:20:00,34.305,34.373000000000005,34.356,34.31,247.72196662,2021-04-29 02:17:08.138483+00:00
2021-04-28 21:21:00,34.324,34.444,34.325,34.444,320.80853258,2021-04-29 02:17:08.138483+00:00
2021-04-28 21:22:00,34.444,34.587,34.444,34.577,255.21479099,2021-04-29 02:17:08.138483+00:00
2021-04-28 21:23:00,34.559,34.632,34.559,34.611999999999995,299.44634484,2021-04-29 02:17:08.138483+00:00
2021-04-28 21:24:00,34.55,34.628,34.626999999999995,34.62,1321.35411285,2021-04-29 02:17:08.138483+00:00
2021-04-28 21:25:00,34.5,34.628,34.628,34.553000000000004,78.72081821,2021-04-29 02:17:08.138483+00:00
2021-04-28 21:26:00,34.451,34.541,34.522,34.51,385.33597108,2021-04-29 02:17:08.138483+00:00
2021-04-28 21:27:00,34.503,34.544000000000004,34.533,34.541,46.5201735,2021-04-29 02:17:08.138483+00:00
2021-04-28 21:28:00,34.521,34.597,34.521,34.563,80.45190395,2021-04-29 02:17:08.138483+00:00
2021-04-28 21:29:00,34.54,34.6,34.59,34.552,167.49624272,2021-04-29 02:30:12.941977+00:00
2021-04-28 21:30:00,34.531,34.6,34.57,34.562,741.54680838,2021-04-29 02:30:12.941977+00:00
2021-04-28 21:31:00,34.568000000000005,34.6,34.593,34.581,610.51812392,2021-04-29 02:30:12.941977+00:00
2021-04-28 21:32:00,34.556,34.604,34.565,34.584,3681.55841108,2021-04-29 02:30:12.941977+00:00
2021-04-28 21:33:00,34.505,34.58,34.555,34.509,730.95804812,2021-04-29 02:30:12.941977+00:00
2021-04-28 21:34:00,34.5,34.595,34.503,34.595,1782.61611406,2021-04-29 02:36:46.460614+00:00
2021-04-28 21:35:00,34.544000000000004,34.647,34.6,34.647,740.946568,2021-04-29 02:36:46.460614+00:00
2021-04-28 21:36:00,34.585,34.648,34.645,34.585,146.74134463,2021-04-29 02:36:46.460614+00:00
2021-04-28 21:37:00,34.572,34.6,34.599000000000004,34.593,659.98365528,2021-04-29 02:36:46.460614+00:00
2021-04-28 21:38:00,34.559,34.631,34.579,34.561,708.0424066,2021-04-29 02:41:48.044667+00:00
2021-04-28 21:39:00,34.514,34.551,34.551,34.54,564.2478039,2021-04-29 02:41:48.044667+00:00
2021-04-28 21:40:00,34.492,34.522,34.521,34.519,468.50587097,2021-04-29 02:41:48.044667+00:00
2021-04-28 21:41:00,34.493,34.599000000000004,34.506,34.599000000000004,199.6179553,2021-04-29 02:41:48.044667+00:00
2021-04-28 21:42:00,34.56,34.647,34.588,34.56,640.94398629,2021-04-29 02:41:48.044667+00:00
2021-04-28 21:43:00,34.558,34.636,34.574,34.636,365.75959425,2021-04-29 02:47:07.959620+00:00
2021-04-28 21:44:00,34.637,34.679,34.655,34.671,188.18724162,2021-04-29 02:47:07.959620+00:00
2021-04-28 21:45:00,34.634,34.724000000000004,34.634,34.724000000000004,223.24665553,2021-04-29 02:47:07.959620+00:00
2021-04-28 21:46:00,34.668,34.736999999999995,34.724000000000004,34.697,28.9889762,2021-04-29 02:47:07.959620+00:00
2021-04-28 21:47:00,34.578,34.658,34.658,34.618,241.64392089,2021-04-29 02:47:07.959620+00:00
2021-04-28 21:48:00,34.597,34.646,34.622,34.617,283.63416623,2021-04-29 02:47:07.959620+00:00
2021-04-28 21:49:00,34.585,34.666,34.613,34.666,138.09740486,2021-04-29 02:52:41.907228+00:00
2021-04-28 21:50:00,34.573,34.645,34.633,34.601,241.51120152,2021-04-29 02:52:41.907228+00:00
2021-04-28 21:51:00,34.62,34.72,34.62,34.702,112.35372458,2021-04-29 02:52:41.907228+00:00
2021-04-28 21:52:00,34.655,34.723,34.704,34.674,361.36446938,2021-04-29 02:52:41.907228+00:00
2021-04-28 21:53:00,34.649,34.695,34.686,34.649,26.68893823,2021-04-29 02:52:41.907228+00:00
2021-04-28 21:54:00,34.63,34.696,34.651,34.696,242.84957043,2021-04-29 02:58:26.120947+00:00
2021-04-28 21:55:00,34.678000000000004,34.8,34.678000000000004,34.749,1152.3246662,2021-04-29 02:58:26.120947+00:00
2021-04-28 21:56:00,34.694,34.826,34.757,34.814,1357.05582209,2021-04-29 02:58:26.120947+00:00
2021-04-28 21:57:00,34.787,34.82,34.801,34.787,185.02578896,2021-04-29 02:58:26.120947+00:00
2021-04-28 21:58:00,34.755,34.796,34.784,34.795,57.60769252,2021-04-29 02:58:26.120947+00:00
2021-04-28 21:59:00,34.776,34.842,34.789,34.818000000000005,350.56636548,2021-04-29 02:58:26.120947+00:00
2021-04-28 22:00:00,34.844,34.905,34.844,34.888000000000005,184.42655676,2021-04-29 03:03:57.058625+00:00
2021-04-28 22:01:00,34.837,34.899,34.882,34.851,181.2742076,2021-04-29 03:03:57.058625+00:00
2021-04-28 22:02:00,34.857,34.963,34.857,34.933,664.06767121,2021-04-29 03:03:57.058625+00:00
2021-04-28 22:03:00,34.871,34.933,34.933,34.896,251.55868401,2021-04-29 03:03:57.058625+00:00
2021-04-28 22:04:00,34.89,34.933,34.907,34.93,354.21126235,2021-04-29 03:03:57.058625+00:00
2021-04-28 22:05:00,34.859,34.933,34.929,34.885,228.79700297,2021-04-29 03:09:20.010007+00:00
2021-04-28 22:06:00,34.884,34.94,34.884,34.898,18.67197576,2021-04-29 03:09:20.010007+00:00
2021-04-28 22:07:00,34.879,34.937,34.924,34.927,480.37531213,2021-04-29 03:09:20.010007+00:00
2021-04-28 22:08:00,34.901,34.937,34.924,34.906,1171.56831033,2021-04-29 03:09:20.010007+00:00
2021-04-28 22:09:00,34.859,34.928000000000004,34.902,34.889,1164.97730606,2021-04-29 03:09:20.010007+00:00
2021-04-28 22:10:00,34.702,34.864000000000004,34.859,34.736999999999995,1169.22085746,2021-04-29 03:09:20.010007+00:00
2021-04-28 22:11:00,34.735,34.838,34.735,34.761,138.49719073,2021-04-29 03:15:00.233472+00:00
2021-04-28 22:12:00,34.744,34.798,34.772,34.758,32.8766213,2021-04-29 03:15:00.233472+00:00
2021-04-28 22:13:00,34.731,34.826,34.768,34.741,2052.5575167,2021-04-29 03:15:00.233472+00:00
2021-04-28 22:14:00,34.712,34.789,34.789,34.712,384.7254943,2021-04-29 03:15:00.233472+00:00
2021-04-28 22:15:00,34.611,34.715,34.715,34.611,401.36528691,2021-04-29 03:15:00.233472+00:00
2021-04-28 22:16:00,34.675,34.733000000000004,34.675,34.703,372.50788725,2021-04-29 03:15:00.233472+00:00
2021-04-28 22:17:00,34.734,34.768,34.734,34.768,60.70188597,2021-04-29 03:19:39.366507+00:00
2021-04-28 22:18:00,34.736,34.783,34.736,34.743,370.12386147,2021-04-29 03:19:39.366507+00:00
2021-04-28 22:19:00,34.676,34.772,34.757,34.75,223.02791871,2021-04-29 03:19:39.366507+00:00
2021-04-28 22:20:00,34.681999999999995,34.746,34.713,34.681999999999995,220.82584642,2021-04-29 03:24:29.711297+00:00
2021-04-28 22:21:00,34.658,34.692,34.678000000000004,34.676,143.35065091,2021-04-29 03:24:29.711297+00:00
2021-04-28 22:22:00,34.656,34.701,34.678000000000004,34.665,76.43547998,2021-04-29 03:24:29.711297+00:00
2021-04-28 22:23:00,34.614000000000004,34.681,34.677,34.643,109.97697988,2021-04-29 03:24:29.711297+00:00
2021-04-28 22:24:00,34.59,34.646,34.611,34.641,177.06572779,2021-04-29 03:24:29.711297+00:00
2021-04-28 22:25:00,34.633,34.672,34.664,34.672,306.1964997,2021-04-29 03:29:46.833407+00:00
2021-04-28 22:26:00,34.514,34.622,34.601,34.527,361.93216863,2021-04-29 03:29:46.833407+00:00
2021-04-28 22:27:00,34.426,34.569,34.521,34.443000000000005,1063.03517006,2021-04-29 03:29:46.833407+00:00
2021-04-28 22:28:00,34.447,34.524,34.456,34.482,349.98567253,2021-04-29 03:29:46.833407+00:00
2021-04-28 22:29:00,34.479,34.543,34.531,34.543,734.68334058,2021-04-29 03:29:46.833407+00:00
2021-04-28 22:30:00,34.398,34.571,34.545,34.443000000000005,269.66132157,2021-04-29 03:29:46.833407+00:00
2021-04-28 22:31:00,34.387,34.458,34.446,34.457,1490.92008258,2021-04-29 03:35:02.455807+00:00
2021-04-28 22:32:00,34.398,34.463,34.454,34.431,229.84287177,2021-04-29 03:35:02.455807+00:00
2021-04-28 22:33:00,34.438,34.633,34.438,34.633,297.86037198,2021-04-29 03:35:02.455807+00:00
2021-04-28 22:34:00,34.445,34.628,34.615,34.445,237.6527151,2021-04-29 03:35:02.455807+00:00
2021-04-28 22:35:00,34.435,34.488,34.443000000000005,34.439,368.87208062,2021-04-29 03:35:02.455807+00:00
2021-04-28 22:36:00,34.467,34.553000000000004,34.473,34.485,66.02227984,2021-04-29 03:39:17.719405+00:00
2021-04-28 22:37:00,34.506,34.55,34.512,34.53,102.7365431,2021-04-29 03:39:17.719405+00:00
2021-04-28 22:38:00,34.472,34.549,34.525,34.517,134.79359981,2021-04-29 03:39:17.719405+00:00
2021-04-28 22:39:00,34.467,34.551,34.528,34.497,216.81175023,2021-04-29 03:39:17.719405+00:00
2021-04-28 22:40:00,34.5,34.6,34.5,34.562,413.31598614,2021-04-29 03:39:17.719405+00:00
2021-04-28 22:41:00,34.511,34.583,34.583,34.532,47.32721444,2021-04-29 03:44:42.354039+00:00
2021-04-28 22:42:00,34.483000000000004,34.525,34.524,34.486999999999995,103.00543137,2021-04-29 03:44:42.354039+00:00
2021-04-28 22:43:00,34.438,34.514,34.501,34.479,301.76822547,2021-04-29 03:44:42.354039+00:00
2021-04-28 22:44:00,34.315,34.478,34.478,34.34,459.64593729,2021-04-29 03:44:42.354039+00:00
2021-04-28 22:45:00,34.294000000000004,34.372,34.333,34.355,1872.70698606,2021-04-29 03:44:42.354039+00:00
2021-04-28 22:46:00,34.356,34.427,34.356,34.427,343.25601364,2021-04-29 03:49:05.190499+00:00
2021-04-28 22:47:00,34.396,34.458,34.458,34.447,196.70126675,2021-04-29 03:49:05.190499+00:00
2021-04-28 22:48:00,34.404,34.482,34.438,34.425,339.81087036,2021-04-29 03:49:05.190499+00:00
2021-04-28 22:49:00,34.456,34.511,34.456,34.47,192.29793183,2021-04-29 03:49:05.190499+00:00
2021-04-28 22:50:00,34.37,34.451,34.448,34.375,107.07947214,2021-04-29 03:49:05.190499+00:00
2021-04-28 22:51:00,34.382,34.511,34.382,34.511,138.59551571,2021-04-29 03:49:05.190499+00:00
2021-04-28 22:52:00,34.41,34.49,34.476,34.41,62.47503556,2021-04-29 03:49:05.190499+00:00
2021-04-28 22:53:00,34.411,34.465,34.411,34.419000000000004,30.2284425,2021-04-29 03:56:49.710586+00:00
2021-04-28 22:54:00,34.403,34.482,34.431999999999995,34.433,342.35303634,2021-04-29 03:56:49.710586+00:00
2021-04-28 22:55:00,34.382,34.451,34.451,34.382,183.26940918,2021-04-29 03:56:49.710586+00:00
2021-04-28 22:56:00,34.317,34.39,34.39,34.34,1054.10869683,2021-04-29 03:56:49.710586+00:00
2021-04-28 22:57:00,34.297,34.358000000000004,34.351,34.358000000000004,84.83673085,2021-04-29 03:56:49.710586+00:00
2021-04-28 22:58:00,34.346,34.374,34.351,34.371,133.36478468,2021-04-29 04:02:24.943204+00:00
2021-04-28 22:59:00,34.338,34.446,34.42,34.39,533.23711956,2021-04-29 04:02:24.943204+00:00
2021-04-28 23:00:00,34.357,34.416,34.406,34.38,798.75307336,2021-04-29 04:02:24.943204+00:00
2021-04-28 23:01:00,34.352,34.407,34.363,34.406,580.3710332,2021-04-29 04:02:24.943204+00:00
2021-04-28 23:02:00,34.423,34.49,34.437,34.481,246.61303224,2021-04-29 04:02:24.943204+00:00
